Text,Label,Kategori
SMRC mendapati popularitas Ganjar adalah yang tertinggi di antara tokoh lain yakni pada angka 90 persen. chef arnold Jogja Lyodra BESOK SENIN,0,non-bullying
Kasus KTP-el Bisa Jadi Alasan Megawati Tidak Restui Pencapresan Ganjar Pranowo,0,non-bullying
ganjar batal manggung dan masuk kandang..,1,bullying
Kurang seru Koalisi Perubahan vs Koalisi Indonesia Raya Baru. Ganjar - Pranowonor Pranowo - Ganjar or Mega - Pranowo.,0,non-bullying
"🤣🤣🤣🤣 Survey diJawa Tengah, Di Dalem Lingkaran Pendukung Ganjar doang aje cuma 35% 🤣🤣🤣🤣, Busseeet buseet RT @AaHermawan16: @abu_waras Udah deklarasi, keliling kemana-mana, masih kalah sama yg diem aja",1,bullying
Ganjar berhasil menggalang dan mengelola dana zakat yang digunakan untuk memberantas kemiskinan dan stunting yang ada di Jawa Tengan bersama Baznas Ritz Carlton | Selena | Aladdin | Emma | Scam | Nahida | Toji | Yogya | Oooh | Timothy | Mr. Chew | Royco | Earth Hour | #MotoGP,0,non-bullying
Presiden Ganjar mensejahterakan petani dan masyarakat kecil di Kalimantan Tengah Presiden Ganjar seorang pemimpin yang #GanjarPresidenku,0,non-bullying
Ganjar berhasil melewati Tahun Tahun Sulit di Indonesia Prestasi Ganjar diakuin Dunia antara lain Infrastruktur dan Ek #GanjarPresidenku,0,non-bullying
Kinerja pak Ganjar nyata dan berhasil membangun Indonesia Masyarakat Sulawesi Selatan menyukai Presiden Ganjar #Ganjar #GanjarPresidenku,0,non-bullying
Bukti kehebatan Ganjar nyata Pemerintah telah melakukan hal yang positif untuk negeri ini #GanjarPresidenku https://twi #GanjarPresidenku,0,non-bullying
Pak Ganjar adalah pekerja keras yang berprestasi Bangga Sekali saya punya presiden seperti Pak Ganjar #GanjarPresidenk #GanjarPresidenku,0,non-bullying
Komunitas Milenial Sulawesi Selatan menyukai kinerja Ganjar Ganjar Membangun Negeri dan disambut baik dengan warga Sul #GanjarPresidenku,0,non-bullying
"Ganjar Bapak Presiden Terhebat, rakyat Kalimantan Tengah mendukungmu Terima Kasih Presiden Ganjar atas dedikasimu, kami di #GanjarHebat",0,non-bullying
Prestasi keberhasilan Ganjar suadah tak diragukan lagi Ganjar keren. Anak muda Sulawesi Selatan senanga dengan hasil kerja #GanjarHebat,0,non-bullying
"Gambaran rakyat taat bayar pajak (di bawah standar kemewahan, anak e gak arogan, gadue rubicon, klambine yo gak balenciaga, duwe merek gucci tp bentuk andok)",1,bullying
"Bayar pajak, duit pajaknya dipake anak pejabat beli rubicon. Bayar Bea Cukai, duitnya dipake anak pejabat beli Balenciaga. Emang kudu dikasi makan tai nih pejabat korup sekeluarga",1,bullying
Capek miskin bukan berarti bapakmu boleh punya kekayaan dari sumber-sumber yg tidak jelas. Saya selama 32 jadi pegawai selalu dikenakan PPh yg langsung dipotong disetiap penghasilan saya. Lha masa iya orang DJP enak-enakan boleh gak bayar pajak ? Atau malah ngemplang pajak ?,1,bullying
"Bayar pajak kendaraan. Ditegur petugasnya krn telat bayar. ""Mbak ada dendanya ya"" ""Baik pak. Ditambahin aja di tagihannya"" ""Lain kali kalo bayar jangan telat2 mbak biar gak kena denda!"" ""Makasih atas sarannya pak. Ini untung saya bayar. Padahal saya sebetulnya males mau bayar,--",1,bullying
"Rakyat dijadikan budak untuk bayar pajak negara, k0nt0l m3m3k. #SriMulyaniMundur #stopbayarpajak #berantaskorupsi RT @ImamNugrohoHD: Jika Kau Mengerti, Mentri Keuangan sbg pengumpul uang negara, mestinya malu byk tikus dikementriannya yg gerogoti uang kami hingga 300 T. Kami dipaksa byr pajak tp uangnya kalian rampas. Mahfud MD jg jgn asal nyeplak tapi desak #SriMulyaniMundur Kami berdoa bu Sri Mulyani strong",1,bullying
2023 masih bayar pajak?,1,bullying
"Bantu Sri Mulyani, Presiden Jokowi Minta Masyarakat Untuk Tetap Bayar Pajak: Untuk Infrastruktur",0,non-bullying
"Di Thailand gw dapet refund pajak sisa tahun lalu. Trus bahas sama temen di Indonesia, di Indonesia ternyata kalo lebih bayar ga dibalikin 😅",1,bullying
"Zalimkah ada seseorang membeli rumah, terus tiba2 PPKM, dan 2 tahun dia tak sanggup bayar pajak, dan disita, padahal orang itu beli rumah dari hasil keringat, inilah buramnya Pajak, beruntung Allah memberi alternatif yaitu Zakat, hanya orang kaya harta wajib bayar pajak RT @prastow: Semangat siang. Sedikit berbagi catatan pribadi. Ini foto 17 tahun lalu, di sebuah geladak kapal ferry Merak-Bakaheuni. Perjalanan dinas saat saya masih di Ditjen Pajak, hendak menyita aset penanggung pajak di Lampung. Saya bangga pernah menjadi bagian @DitjenPajakRI. #utas",1,bullying
"Mangkanya gw sebodo sama 17 Agustusan, ternyata lebih parah juga belasting era Kumpeni vs sesama warna kulit sendiri. Kalau di +65, malah gw sempat dapat potongan pajak 😂, dirawat 5 days di RS, dapat 150 $ dari claim asuransi office. Di INDO, gw harus bayar hal2 ridiculous RT @haipanjiishere: @heymusafir karena selama masih ada kesempatan jadi sumber devisa ""negara"" (atau sumber devisa pegawai pajaknya 🤪) bakal tak kejar & palakin sampe keliang lahat kak. 🙏🏽",1,bullying
Kemenkeu Minta ke Publik Kasus Pamer Harta dan Kewajiban Bayar Pajak Jangan Disatukan | BTALK,0,non-bullying
Kok Orang RI Harus Bayar Pajak? Simak Penjelasan Jokowi Ini!,0,non-bullying
Bubarkan @kemenkeu serta lembaga pajak @DitjenPK Dan mulai skrng yg merasa warga atau rakyat Indonesia. Jgn ada yg mau bayar pajak! #SriMulyaniMundur @karniilyas @Obay_Kusut1981 @narasitv RT @BosPurwa: Yang setuju #SriMulyaniMundur retweet,1,bullying
"Haiii, sobat masih suka bertanya-tanya ""emang harus ya membayar pajak?"" ""wajib gak sih bayar pajak?"" Yuk temuin jawabannya disiniii ya😉",1,bullying
"Waktunya reformasi sistim perpajakan! Sudah setengah abad kita masih isi berlembar2 formulir, bayar dan disuruh lapor tiap tahun. Presiden RI sudah berganti 7 kali tapi sistim pajak ngga pernah dibikin jadi lebih mudah buat semua. RT @monstreza: Yuk @DitjenPajakRI hentikan bullshit buang-buang waktu buat wajib lapor ini yuk! Kalian yang potong gaji saya jadi cukup kantor + kalian saja yang setor bukti potongnya. Ready?",0,non-bullying
"jika tidak amanah warga bisa tidak taat bayar pajak ya Cak ? dgn struktur lembaga dan warganya yg besar dan cukup dekat dengan yg di atas memantau & mengingatkan bisa lebih efektif, tidak harus menekan, cukup dgn menunjukkan kepedulian akan kewajiban menjaga amanah *cmiiw🙏🏻 RT @mnadielmadani7: Pajak itu haqqul adami. Jika tidak amanah mengelolanya maka tanggungjawabnya amat berat kelak di akhirat. Jika mati sebelum mendapatkan maaf dari rakyat, ya wassalam. Kesalahannya tdk akan pernah termaafkan.",0,non-bullying
"Anda dibayar untuk ini? Gak ada gunanya bagi masyarakat, org sdh pada tahu dan mengerti kalau ini sering terjadi. Sia sia org bayar pajak… RT @republikaonline: Peneliti BRIN:Idul Fitri versi NU dan Muhammadiyah diprediksi berbeda pada tahun ini.",1,bullying
kekocakan hari ini: ada mobil plat B 360 LOH diberentiin polisi. sing penting bayar pajak pak wkokwok,1,bullying
Ini yg bisa membuat masyarakat ogah bayar pajak RT @gtobing2903: Pagi sahabat @Jaga__NKRI Wow istri pejabat beacukai Makkasar bisa gaya begini Halo @prastow @KemenkeuRI gmn sih pak uang rakyat bs di pakai foya2 apalagi beacukai @jokowi @mohmahfudmd sikat habis pak para maling uang rakyat @PPATK @bpkri,1,bullying
"Gak pada mau lapor pajak emank knapa sih? Gak percaya sama institusinya? Kan ngga ada yang minta lo pada percaya, yang ada ""Orang Bijak Taat Pajak"" lo cuman disuruh bayar dan lapor. udah.",1,bullying
"Admin @DitjenPajakRI yg sok asik nimbrung2 di twit orang ngingetin bayar pajak suka petantang petenteng nantangin pap saldo rekening, ditantang balik malah kicep. Isi twit skrg template udh ga ada bales2in twit dgn gaya sok asik lg Miminnya kmn ya? 🤔 RT @hrlmbgs: @catchmeupid",1,bullying
"tanpa masyarakat yang bayar pajak, djp ga ada gunanya jg kok 🫣 RT @Sharan_4426: @prastow Mohon izin senior, sebagai alumni DJP saya mohon bantuan bapak untuk melindungi 41,500 teman saya yang masih di DJP dari gempuran orang luar yang tidak senang dengan DJP. Karena tanpa DJP/Pajak negara ini tidak akan bisa jalan. Terima kasih sebelumnya. 🙏",1,bullying
"ketika rakyat wajib bayar pajak, disitulah pegawai pajak senang!!!  #stopbayarpajak #jokowi #rezimsialan",1,bullying
"Setiap hari Rakyat selalu membayar Pajak pak Boss, beli BBM bayar Pajak, beli Rokok bayar Cukai, Beli Beras bayar PPN, Beli Token dan bayar Listrik bayar PPN, Bayar PKB bayar PPN dan PNBP, beli Pulsa bayar PPN, Gaji/Upah bayar PPH, beli tiket Bus/Pesawat juga bayar PPN #hening",0,non-bullying
"Menurutku, uang yang dikemplang oknum pegawai pajak bukan uang pajak yang kita bayar. Tapi... Dia kongkalikong sama wajib pajak yg jumlahnya puluhan/ratusan miliar nilainya agar bisa bayar lebih dikit. Tentu ada upeti untuk oknum yang ngurus. Saya yakin oknum seperti ini banyak!",0,non-bullying
"Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu OLEH: SYAFRIL SJOFYAN",1,bullying
"MORAL sebagian ASN BOBROK Mereka Mengemban AMANAH RATUSAN JUTA PENDUDUK INDONESIA Yang Sebagian Ada Yang Belum Punya TP Tetap BAYAR PAJAK untuk GAJI ASN Rumah Di Jalan HERTASNING BARU Itu Milyar an KURANG AJAR RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",1,bullying
"💚 coba reply jujur deh, setelah kasus korupsi di ranah perpajakan, apakah kaliat ttep semangat bayar pajak?",1,bullying
"Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu  #BeritaIslam",1,bullying
"Besok kan udah weekend, pantang menyerah dong. Tetap giat bekerja seperti pak Dokter Kusno ini... demi bisa bayar pajak #LosmenMelati. Check in di Bioskop 16 Maret 2023. #YangSinggahYangMati #BukanHororBiasa #CheckIndiBioskop16Maret2023",1,bullying
"New achievement unlock ✨ Bayar pajak motor, ke bank bikin tabungan, ke dukcapil perbarui kk, sendiriannn literally sendiri wkwk",0,non-bullying
"Kisah Sjafruddin Prawiranegara, Protes karena Para Menteri Boleh Tak Bayar Pajak Mobil Mewah",0,non-bullying
"Bukan pajak... rakyat disruh bayar UPETI RT @OposisiCerdas: Datangi Kantor Pajak Solo, Jokowi Ajak Masyarakat Segera Sampaikan SPT",1,bullying
"Beberapa orang nanya ke aku “km lapor spt? Km bayar pajak?” Ya iyasih, setau aku, gak lapor spt itu bisa mengecilkan nilai aset yang terlapor, jadi kalo mau nambah investasi / pembelian aset baru jadi susah, karna d nilai aset kita 0, jadi gak ada modal aset d awal yg cukup",1,bullying
"Udah taun 2023, apa orang-orang beneran masih mengira kita pakai cash utk bayar sesuatu di kantor pajak/bea cukai? RT @NdrewsTjan: Uda tau sama tau ya uangnya masuk kemana. Yakin masuk ke pemerintah ? Ehehehehehe. Makanya gw bilang lahan basah sekali.",1,bullying
Ya gimana orang pajak gak kaya raya tiap pembayaran ppn sama pph final buat kontruksi pemerintahan aja bayarnya puluhan juta bahkan sampe ratusan juga 🤧kalau bayarnya kurang 500 rupiah aja tetep di susulkan tapi kalau kita kelebihan bayar gak akan dikembalikan 😌,1,bullying
"Lamborghini Viral Berpelat Nomor Palsu di Bali Terdaftar Milik Perusahaan di Bandung Tebak-tebakan, bayar pajak gak nih mobil?? @DitjenPajakRI",1,bullying
"Pak said didu, saya org sumut mendoakan spy bpk sehat selalu agar bisa tetap nyinyir kpd pemerintah yg sdh bekerja utk mensejahterakan rakyat. Spt di sumut sekarang jd mudah bepergian dgn adanya pembangunan jln tol dari pajak. Bapak jgn lupa bayar pajak ya. RT @msaid_didu: Prestasi MENONJOL Ibu Menkeu Sri Mulyani di Rezim Jokowi : 1. Utang meroket dari Rp 2.600 t menjadi Rp 7.800 t dg bunga tinggi 2. Mengurangi/mencabut subsidi utk rakyat. 3. Memberi insentif pajak dan subsidi kpd orang kaya 4. Menaikkan pajak 5. Memperkaya staf @KemenkeuRI",1,bullying
"Orang bijak bayar pajak RT @jokowi: Hingga 9 Maret 2023, 6,6 juta wajib pajak telah menyampaikan SPT, meningkat dibanding tahun sebelumnya yang 5,4 juta di periode yang sama. Saya mengimbau seluruh wajib pajak menyampaikan SPT sampai 31 Maret 2023. Penerimaan negara dari pajak digunakan untuk mendorong pembangunan.",0,non-bullying
Radikal sekali Pejabat Pajak Kemenkeu Seharusnya ia menjadi contoh pelaporan harta dan bayar pajak saat menjadi pejabat. Namun yang terjadi malah Rafael Alun tidak membayar pajak. Paradoks Rafael Alun Pejabat Pajak Kemenkeu tapi Tak Patuh Bayar Pajak,1,bullying
"Ibu ini klo negara kekurangan uang ide nya cm naikin pajak, terus duite di korup sama entah siapa...kemudian kita tetap disuruh bayar pajak...yang tolol siapa???? #SriMulyaniMundur",1,bullying
BAYAR PAJAK BIAR BISA TUMBAS RUBIJAGUNG 🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍😍😍😍😍❤❤❤❤🧡🧡🧡💛💛💛💚💚💚💙💙💙💜💜💜🖤🖤🖤🤍🤍🤍🤎🤎🤎❤‍🔥❤‍🔥❤‍🔥❤‍🩹❤‍🩹❤‍🩹❣️❣️❣️💕💕💕💞💞💞💓💓💓💗💗💗💖💖💖💘💘💘💝💝💝💟💟💟,1,bullying
"Makin enek bayar pajak. RT @PartaiSocmed: Coba tebak berapa duit pembayar pajak untuk outfit puterinya Andhi Pramono, Kepala Bea Cukai Makassar ini? Cc @KPK_RI @DitjenPajakRI @KemenkeuRI",1,bullying
"Ahahahahaahaha dpt dana dari kementrian untuk keperluan penelitian, yaa tentu udah dipotong pajak dong pas nerimanya. Tp ternyata pas lapor SPT disuruh bayar pajak lg senilai pajak yg dipotong dari dana penelitian itu. Kan lucu, ini sama2 instansi loh hahaha Hati2 deh lain kali RT @linabossanova: gimana pegawai cukai ngga kaya raya dari satu orang aja malak segini dengan alasan dan perhitungan yang ngga jelas, ini rill kasus gw tahun lalu. padahal invoice barang udh tertera harga barang gw cuma 4jt an, tapi harus bayar pajak 55jt. Ternyata duitnya buat beli balenciaga 😌",0,non-bullying
"Persiapan #JumatBerkah #JumatBerbagi. Bukan dengan Rubicon hanya bersama RevoFit kesayangan yang ga pernah telat bayar #pajak. Alhamdulillah.. Alhamdulillah, ya Allah bertemu Jumat lagi. Thanks God Its Friday #TGIF",0,non-bullying
"warga bayar pajak dan juga dipalak, trus hasilnya utk jalan2 ke luar negeri dan beli balenciaga RT @linabossanova: gimana pegawai cukai ngga kaya raya dari satu orang aja malak segini dengan alasan dan perhitungan yang ngga jelas, ini rill kasus gw tahun lalu. padahal invoice barang udh tertera harga barang gw cuma 4jt an, tapi harus bayar pajak 55jt. Ternyata duitnya buat beli balenciaga 😌",1,bullying
apa bayar pajak motor tahunan dengan syarat ini di Samsat keliling masih berlaku? -rek makasihhhh,1,bullying
"Chuaks ""karena tanpa DJP...."" @PNS_Ababil . Seharusnya adalah tanpa peran serta semua aparatur baik pemerintah, aparat, dan militer serta masyarakat yang bayar pajak negara ini tidak akan bertahan bro🤦🏽‍♂️ merasa paling penting klean😅 RT @Sharan_4426: @prastow Mohon izin senior, sebagai alumni DJP saya mohon bantuan bapak untuk melindungi 41,500 teman saya yang masih di DJP dari gempuran orang luar yang tidak senang dengan DJP. Karena tanpa DJP/Pajak negara ini tidak akan bisa jalan. Terima kasih sebelumnya. 🙏",1,bullying
"Mau reminder, jgn lupa bayar pajak ya gais✨️😭",1,bullying
Udah pak .. alhamdulilah bayar pajak.. buat gajinya peann.. RT @txtdrberseragam:,0,non-bullying
"Warganet memang kritis, dan itu amat penting. Sebab kalau tidak ada yg kritis (spt mereka yg disana itu) tentu kian sengsara rakyat di negeri ini. __ Transaksi Janggal Rp 300 Triliun di Kemenkeu, Warganet : Kami Dipaksa Bayar Pajak, Uangnya Kalian Rampas",0,non-bullying
"gw setiap habis beli tanah lamsung pagar tembok keliling rumah. ya mesti megap2 beli material dan bayar tukang,ngurus sertifikat. soalnyaa banyak masyarakat kelakuannya: tanah kosong di kebon lalu bangun gubug lama2 bangun rumah. merasa memiliki dahal gak bayar pajak.",0,non-bullying
"Admin pilih kasih, yang direply yang udah bayar pajak doang. Ya minimal bales pake template kek. Atau P doang gitu biar akrab RT @DitjenPajakRI: Tanggal-tanggal penting di bulan Maret untuk #KawanPajak. 🙏",1,bullying
"Moga cepet kelarrr gue ngep ngepan yh bayar pajak bea cukai naik mulu 😩 RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",0,non-bullying
tanda sudah dewasa: bayar pajak kendaraan🥲,0,non-bullying
Stop bayar pajak ##,1,bullying
"inilah yg disebut intoleran super radikal Rakyat diperas apapun dipajaki,malah pejabat pajaknya sendiri menipu,korup,ngak mau bayar pajak.. Ternyata Radikalisme kumpulnya di Kemenkeu toh RT @detikcom: Rafael Alun Trisambodo merupakan mantan pejabat Direktorat Pajak Kemenkeu. Seharusnya menjadi contoh, namun ia malah ketahuan tak bayar pajak.",1,bullying
"Tercium Banyak Rafael yang Diduga Sembunyikan Hartanya dengan Cara Ini: Percuma Bayar Pajak Malah Diembat Mereka. Libur saja dulu bayar pajaknya Gus. Bayar Pajak Juga Buat Gendutin Perut Garong"" Yg dekat Rezim Busuk Sekarang ini..‼️",1,bullying
"Cepat atau lambat rakyat bakal makin males bayar pajak gara-gara orang-orang korup kayak gini. RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",1,bullying
Mencintai itu cukup 90% sj...10% nya? terpotong pajak | Ingat...orang bijak...bayar pajak,1,bullying
"kinerja KPK yg terkesan menunggu bola panas alias d viralkan baru bertindak koruptor makin meraja rela,mau Sampek kapan pun y gini aja terus.rakyat menjerit bayar pajak eh pajaknya di buat untuk memperkaya pejabat dah lah males mikir😮‍💨",0,non-bullying
Tamu bebas pajak. Tuan rumah bayar pajak. Petugas pajak maling pajak. Dimanakah kita saat ini? 😀 RT @CutSarina5: Orang asing bebas pajak kita di peras pajak bener bener keterlaluan kebijakan yang selalu kontrovetsi😤😤😤,1,bullying
"Budaya maling itu yang radikal,ngak usah sok jadi pahlawan kalian itu hanya jadi kolektor pajak atau pengumpul pajak yang pahlwan itu orang orang yang bayar pajak paham yaa RT @elpoghu: Apakah maksudnya pegawai pajak yang tak bayar pajak itu radikal?",1,bullying
Liat spt paksu agak tidak ikhlas yaa bayar pajak ini 💸,1,bullying
"Setuju bu! Ayo bayar pajak, biar harga bbm bs tetep normal. …..sehingga pegawai2nya bisa plexing mobil mewah dan moge2nya…. RT @OposisiCerdas: Menkeu Sri Mulyani Ancam Harga BBM Bisa Naik 3 Kali Lipat Jika Masyarakat Tak Bayar Pajak",1,bullying
Kalo bayar pajak motor di kota orang itu bisa ga ya? Jog,0,non-bullying
"Punya temen kerja yg bikin greget, hari ini ak mau ke kantor pajak, terus dia nyeletuk ""kamu pasti gak laporin aset² keluargamu kan?"" Ak langsung hahehoh ""hah? Aku sm keluargaku tiap tahun bayar pajak terus ya, dan semua dilaporin. Langsung kicep dia.",1,bullying
Kita bayar pajak hanya untuk memperkaya mereka RT @PartaiSocmed: Tebak isteri pejabat siapa?,1,bullying
Kalo bayar pajak motor di kota orang itu bisa ga ya? Ask!,0,non-bullying
"Audit Rekening seluruh pejabat Pajak ,akan terlihat Transaksi2 yang Aneh...!? Mereka2 tetapkan pajak ini itu ke Rakyat,malah jadi ""sarang"" kongkalikong oknum pajak dgn pengusaha nakal yg gak bayar pajak (atur2) 🤔🙄 #MenkeuBobrok #MenkeuBobrok RT @OposisiCerdas: 70 Persen Pejabat Tambah Kaya, Tapi Hingga Kini Rakyat Dibombardir Kebijakan Mencekik",0,non-bullying
"AYO SELAMATKAN DUIT KITA. Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu",0,non-bullying
"Orang pintar narik pajak, Orang tolol bayar pajak. Heu heu heu heu heu",1,bullying
Sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini Yang setuju retwet & koment sisipkan tagar👇 #MenkeuBobrok #MenkeuBobrok,1,bullying
"Pemerintah harusnya memang khawatir tentang nantinya akan ada resesi sex di Indonesia, kalau resesi sex terjadi penduduk bisa berkurang, dan akan semakin sedikit yg bayar pajak, imbasnya pendapatan pajak menurun, pejabat nakal jadi g kaya Resesi sex>pajak",1,bullying
Tol dibangun dari utang negara Rakyat disuruh bayar jk menggunakannnya. Rakyat disuruh bayar utangnya dgn pajak. Korupsi terjadi... Lalu tolnya djual karena rugi. Emang bener bener dah itu otaknya Super ungud 🤦‍♀️🤦‍♀️,0,non-bullying
"Assalamu'alaikum ""Stop bayar PAJAK. Ayo saatnya Rakyat Indonesia menjadi kaya tanpa membayar pajak. Pajak hanya memperkaya oknum pejabat saja"" ‌#MenkeuBobrok⁩ ‌#MenkeuBobrok⁩ Pagi ☕🌹",1,bullying
"Bursok mengatakan, dugaan bahwa Sri Mulyani membekingi PT Bodong tak bayar pajak menguat, karena ada pelanggaran kode etik & nilai2 Kementerian Keuangan oleh Ibu Menteri  #UsutHantuTPPU300T #UsutHantuTPPU300T",0,non-bullying
"Ayo bayar pajak RT @itbfess: jadi inget cerita dosen, waktu itu itb! dpt hibah dari belanda alat bekas tapi canggih yg sangat jarang di indo, pas nyampe di bandara ketahan bea cukai yg sangat mahal, kampus bingung bayarnya gimana, lucu yaa udah mah dpt hibah malah dipalak negara sendiri, kebanyakan (cont..)",0,non-bullying
"Sepertinya fokus ibu Sri Mulyani saat ini baiknya ke pejabat publiknya dulu. Rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. Iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. Naudzubillah",0,non-bullying
"#stopbayarpajak Gaji pegawai depart keuangan lbh besar dari lembaga lain? krn tugas mrk mengumpulkan pajak rakyat / pengusaha utk masuk kas APBN secara utuh, gaji mrk besar agar tdk korupsi, tp mngkin ada oknum utk duduki jabatan pakai uang suap? Pecat! agar rakyat bayar pajak.",0,non-bullying
"Gak ada malunya mereka ini. Rakyat disuruh taat bayar pajak dan hidup sederhana, sementara mereka begini.  RT @QianzyZ: Bersih bersih jangan pakai air comberan",1,bullying
"#StopBayarPajak @Kaharscahyono @DaengWahidin2 @RamliRizal @ProtesRakyat saya pamer harta dulu , udah lama saya gak bayar pajak motor mewah saya . CBR , CRF , Harley Davidson . Saya sama Adek saya sukses dan tidak bayar pajak @DitjenPajakRI @KemenkeuRI im legend hacker rich 😎",1,bullying
"Buat apa bayar pajak, jika duitnya dipake pejabat pajak pamer harta dan poya poya. Ekonomi bangkrut pejabatnya makin kaya, rakyat dibiarkan melarat",1,bullying
"Dan rakyat jgn lupa bayar dan lapor pajak tepat waktu, setelah itu silahkan booster kedua... RT @Democrazy2221: @detikcom @msaid_didu Di kepolisian ada jaringan sambo, di dirjek pajak ada jaringan tikus korup. Di pertamina ada kebakaran depo minyak secara rutin. Rakyat disuruh diam duduk manis n patuh.",1,bullying
Ini yang buat rakyat geram dan mengancam tidak mau bayar pajak jika pajak yang disetorkan hanya untuk dikorupsi dan untuk memperkaya diri loh?,1,bullying
"(02) Pemilik PT Perorangan tak perlu bayar pajak penghasilan (PPh) badan, tapi hanya membayar pajak PPh perorangan yg lebih kecil dari PPh badan. #ptperorangan #badanhukum #badanusaha #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024",0,non-bullying
"Maaf ini mau bertanya, bayar pajak masih wajib gak kalo gini ceritanya?",1,bullying
"Lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. Besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak Kitamah belakangan aja pak selow,kita punya tuhan. RT @kegblgnunfaedh: Sad :(",1,bullying
"Gunanya bayar pajak apa? toh jalanan tetep jelek, lampu jalan juga banyak ga ada trus gunanya apa? Memperkaya oknum?",1,bullying
"Alhamdulillah itu motor udah mati pajaknya Contoh baik untuk gak bayar pajak Hahaha RT @jokowi: Akan tetapi, kita semua harus tahu juga, bahwa tempat bahan baku maupun produksi pupuk ini adalah Rusia dan Ukraina yang sedang berperang. Ini problem yang dihadapi semua negara di dunia.",1,bullying
"Tapi ini emg rill ya. Pajak lokal an begini wkwk. W pernah megang project villa di Babakan, sbelah bngunan w ad kndang babi puny tetangga. Jd aliran pembuangan kotoran babi tu ke villa nya wkwk trus akhirnya klien w bayar pajak tiap bulan 500k biar saluran pembuangannya di pindah RT @tvindonesiawkwk: wdyt",1,bullying
"Yang punya motor ogah bayar pajak karena dia tahu uang pajaknya bakal diembat ama gerombolan Rubicon...🤣🤣🤣 RT @jokowi: Akan tetapi, kita semua harus tahu juga, bahwa tempat bahan baku maupun produksi pupuk ini adalah Rusia dan Ukraina yang sedang berperang. Ini problem yang dihadapi semua negara di dunia.",1,bullying
"Udah mah jadi rakyat suruh bayar pajak, ga sejahtera pula. Eh pejabatnya yg malah sejahtera. Pejabatnya kena kasus, rakyat lagi suruh bantuin lapor kalo ada kasus lagi. Terus kalian pada ngapain? Kalo apa-apa rakyat? Udah mah ga di bikin sejahtera, di suruh kerja bakti.",1,bullying
Udah nggak usah bayar pajak😕,1,bullying
"Gua yang udah bos sawit, direktur PT aja kaga segede gini rumahnya anjrott. 😂🤣 Cape2 dua generasi kerja masih gini2 aja. Pantesan dikatain bego sma bos sawit lain. Niat jujur bayar pajak sama cukai demi kemajuan negara. Eh dipakenya buat biayain gaya hidup keluarga ""oknum""! 🤣 RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",1,bullying
"Bayar pajak buat yaaa terus? Yaaa buaaattt……. RT @AboutTNG: Lubang di Jalan Daan Mogot, Kota Tangerang depan Astrido Toyota Tangerang memakan korban satu sepeda motor hingga hancur bodynya, Selasa (7/3/2023) lalu. Hati-hati ya buat pengendara yang lain!",1,bullying
Pantesan pada ga mau bayar pajak 💁‍♀️💁‍♀️,1,bullying
besok2 kalo mau bayar pajak apalagi se dendanya sekalian kirim print foto jalanan rusak sekalian alamat lengkap jalan itu g siiie,1,bullying
"ente klo jd lawyer dgn fokus di konsultasi hukum pajak pake model bginian, keknye client"" ente adalah para mafia perusahaan yg ga mau kena pajak deh. kaya sih emang 🤣. trs klo perlu, ente brandingnya dgn jalan deketin para org kiri(k) cebok buat ngedemoin 'Tolak Bayar Pajak'. 👌 RT @lucaxyzz: Ga suka dengan aturan indo versi netizen: demo, bikin gaduh di sosmed, revolusi! Ga suka dengan aturan indo versi gua: belajar, biar maksimal menjalani kehidupan",1,bullying
bayar pajak penghasilan 30% itu crazy yh,0,non-bullying
"Buset. Cuek gini konsultan pajak iklan ngakalin pajak RT @lucaxyzz: Fun fact, gua punya 2 PT buat ngakalin pajak krn PT utama udah masuk tarif pph 29 (20% dari profit). Lahirlah PT baru masuk tarif UMKM final 0.5% Tax engineering =! Tax avoidance. Be smart 😉",1,bullying
"Dear @kring_pajak , untul fitur laporan realisasi PPS apakah sudah ada di djp online?",0,non-bullying
Lapor pajak itu bisa via online. Bukan Via Valen,0,non-bullying
